delivery_id,product_id,quantity,delivery_date,supplier_id,region_id,country_id
32051,70,48.0,2025-08-28 10:00:00,6.0,19,6
32052,58,809.0,,4.0,5,4
32053,25,275.0,2025-08-28 12:00:00,9.0,27,2
32054,72,820.0,2025-08-28 13:00:00,9.0,22,10
32055,55,416.0,2025-08-28 14:00:00,,28,4
32056,44,392.0,2025-08-28 15:00:00,4.0,28,8
32057,11,555.0,,17.0,23,7
32058,23,187.0,2025-08-28 17:00:00,11.0,22,7
32059,64,897.0,2025-08-28 18:00:00,20.0,22,3
32060,44,768.0,2025-08-28 19:00:00,1.0,32,10
32061,10,696.0,2025-08-28 20:00:00,9.0,5,7
32062,61,118.0,2025-08-28 21:00:00,5.0,11,4
32063,51,50.0,2025-08-28 22:00:00,,13,5
32064,20,,2025-08-28 23:00:00,8.0,22,7
32065,90,871.0,2025-08-29 00:00:00,13.0,30,6
32066,63,475.0,2025-08-29 01:00:00,6.0,26,2
32067,28,433.0,2025-08-29 02:00:00,2.0,7,4
32068,24,945.0,2025-08-29 03:00:00,16.0,8,6
32069,20,398.0,2025-08-29 04:00:00,6.0,35,10
32070,46,73.0,2025-08-29 05:00:00,12.0,25,8
32071,4,447.0,2025-08-29 06:00:00,6.0,10,7
32072,91,588.0,,,23,7
32073,63,244.0,2025-08-29 08:00:00,1.0,31,10
32074,22,697.0,2025-08-29 09:00:00,2.0,11,1
32075,25,858.0,2025-08-29 10:00:00,16.0,10,8
32076,37,114.0,2025-08-29 11:00:00,3.0,36,9
32077,73,987.0,2025-08-29 12:00:00,,12,1
32078,21,643.0,2025-08-29 13:00:00,11.0,7,1
32079,86,423.0,2025-08-29 14:00:00,,15,1
32080,20,382.0,,16.0,11,5
32081,87,941.0,2025-08-29 16:00:00,1.0,16,5
32082,32,931.0,,19.0,16,4
32083,85,177.0,2025-08-29 18:00:00,14.0,23,8
32084,56,,2025-08-29 19:00:00,2.0,25,5
32085,20,382.0,2025-08-29 20:00:00,16.0,1,10
32086,95,23.0,2025-08-29 21:00:00,7.0,2,4
32087,36,226.0,2025-08-29 22:00:00,9.0,8,9
32088,9,974.0,2025-08-29 23:00:00,15.0,3,6
32089,27,330.0,2025-08-30 00:00:00,12.0,26,10
32090,10,630.0,2025-08-30 01:00:00,3.0,2,3
32091,18,852.0,2025-08-30 02:00:00,19.0,34,5
32092,3,830.0,2025-08-30 03:00:00,,23,8
32093,18,170.0,2025-08-30 04:00:00,12.0,8,10
32094,20,834.0,2025-08-30 05:00:00,15.0,17,3
32095,4,,2025-08-30 06:00:00,1.0,35,6
32096,51,,,7.0,3,2
32097,2,185.0,2025-08-30 08:00:00,16.0,1,6
32098,57,58.0,,20.0,27,8
32099,27,4.0,2025-08-30 10:00:00,9.0,28,4
32100,77,558.0,2025-08-30 11:00:00,15.0,9,4
32101,66,132.0,2025-08-30 12:00:00,2.0,9,10
32102,68,793.0,2025-08-30 13:00:00,7.0,23,3
32103,19,462.0,2025-08-30 14:00:00,12.0,7,9
32104,37,725.0,2025-08-30 15:00:00,14.0,4,6
32105,1,985.0,2025-08-30 16:00:00,,14,3
32106,37,659.0,2025-08-30 17:00:00,17.0,18,9
32107,21,,2025-08-30 18:00:00,14.0,29,8
32108,42,798.0,2025-08-30 19:00:00,3.0,9,7
32109,18,458.0,2025-08-30 20:00:00,19.0,34,1
32110,11,536.0,2025-08-30 21:00:00,11.0,21,6
32111,61,910.0,2025-08-30 22:00:00,9.0,14,7
32112,46,738.0,2025-08-30 23:00:00,3.0,23,4
32113,33,620.0,2025-08-31 00:00:00,14.0,7,7
32114,15,377.0,2025-08-31 01:00:00,4.0,9,3
32115,66,,2025-08-31 02:00:00,6.0,23,9
32116,79,753.0,2025-08-31 03:00:00,8.0,13,6
32117,37,336.0,2025-08-31 04:00:00,20.0,10,1
32118,38,869.0,2025-08-31 05:00:00,15.0,8,3
32119,99,618.0,2025-08-31 06:00:00,14.0,32,6
32120,67,13.0,2025-08-31 07:00:00,9.0,12,1
32121,8,163.0,2025-08-31 08:00:00,,31,9
32122,34,708.0,2025-08-31 09:00:00,1.0,16,1
32123,32,987.0,2025-08-31 10:00:00,4.0,29,7
32124,36,778.0,2025-08-31 11:00:00,17.0,17,7
32125,59,414.0,2025-08-31 12:00:00,18.0,11,8
32126,94,,2025-08-31 13:00:00,14.0,36,7
32127,88,878.0,2025-08-31 14:00:00,15.0,1,4
32128,18,593.0,2025-08-31 15:00:00,5.0,10,3
32129,72,201.0,2025-08-31 16:00:00,19.0,2,3
32130,90,882.0,2025-08-31 17:00:00,10.0,28,9
32131,72,134.0,2025-08-31 18:00:00,8.0,5,1
32132,48,686.0,,3.0,22,9
32133,98,754.0,2025-08-31 20:00:00,11.0,12,9
32134,7,196.0,2025-08-31 21:00:00,20.0,14,3
32135,43,858.0,2025-08-31 22:00:00,14.0,11,9
32136,45,649.0,2025-08-31 23:00:00,,33,6
32137,6,590.0,2025-09-01 00:00:00,17.0,19,1
32138,35,535.0,2025-09-01 01:00:00,,7,8
32139,91,634.0,2025-09-01 02:00:00,12.0,30,7
32140,78,866.0,2025-09-01 03:00:00,16.0,6,6
32141,16,910.0,,16.0,8,3
32142,35,372.0,2025-09-01 05:00:00,16.0,8,10
32143,69,352.0,2025-09-01 06:00:00,1.0,31,6
32144,43,200.0,2025-09-01 07:00:00,18.0,27,9
32145,67,597.0,2025-09-01 08:00:00,20.0,27,3
32146,3,714.0,2025-09-01 09:00:00,3.0,28,10
32147,67,91.0,2025-09-01 10:00:00,7.0,1,8
32148,67,842.0,,17.0,23,9
32149,67,181.0,2025-09-01 12:00:00,13.0,9,8
32150,34,718.0,,8.0,19,1
32151,73,658.0,2025-09-01 14:00:00,6.0,23,9
32152,26,541.0,2025-09-01 15:00:00,7.0,18,7
32153,48,140.0,2025-09-01 16:00:00,,32,1
32154,42,,2025-09-01 17:00:00,14.0,4,5
32155,84,129.0,2025-09-01 18:00:00,8.0,24,9
32156,42,806.0,2025-09-01 19:00:00,11.0,7,1
32157,25,428.0,2025-09-01 20:00:00,20.0,9,9
32158,23,602.0,2025-09-01 21:00:00,3.0,14,4
32159,14,,2025-09-01 22:00:00,7.0,26,2
32160,94,370.0,2025-09-01 23:00:00,19.0,22,7
32161,48,434.0,2025-09-02 00:00:00,19.0,19,7
32162,50,544.0,2025-09-02 01:00:00,12.0,13,2
32163,58,949.0,2025-09-02 02:00:00,13.0,30,2
32164,7,676.0,2025-09-02 03:00:00,6.0,12,10
32165,2,708.0,2025-09-02 04:00:00,9.0,1,5
32166,1,,,17.0,19,8
32167,37,951.0,2025-09-02 06:00:00,8.0,25,7
32168,20,375.0,2025-09-02 07:00:00,16.0,11,8
32169,9,787.0,2025-09-02 08:00:00,6.0,9,1
32170,10,225.0,2025-09-02 09:00:00,3.0,18,8
32171,70,624.0,2025-09-02 10:00:00,14.0,33,9
32172,50,117.0,2025-09-02 11:00:00,7.0,12,7
32173,48,,2025-09-02 12:00:00,3.0,25,10
32174,18,427.0,2025-09-02 13:00:00,8.0,8,6
32175,73,974.0,,15.0,23,4
32176,16,235.0,2025-09-02 15:00:00,9.0,30,3
32177,54,844.0,2025-09-02 16:00:00,15.0,28,10
32178,57,13.0,2025-09-02 17:00:00,16.0,17,5
32179,46,85.0,2025-09-02 18:00:00,9.0,32,2
32180,3,403.0,2025-09-02 19:00:00,11.0,15,5
32181,44,267.0,2025-09-02 20:00:00,5.0,12,1
32182,62,438.0,2025-09-02 21:00:00,3.0,35,3
32183,16,274.0,,,18,2
32184,10,611.0,,10.0,16,5
32185,28,,,13.0,3,1
32186,74,5000.0,2025-09-03 01:00:00,20.0,7,9
32187,98,226.0,2025-09-03 02:00:00,13.0,26,8
32188,54,3230.0,2025-09-03 03:00:00,7.0,16,2
32189,65,334.0,2025-09-03 04:00:00,1.0,30,2
32190,72,649.0,2025-09-03 05:00:00,1.0,26,6
32191,33,873.0,2025-09-03 06:00:00,8.0,1,5
32192,85,209.0,2025-09-03 07:00:00,10.0,34,4
32193,32,11.0,2025-09-03 08:00:00,20.0,22,8
32194,2,,2025-09-03 09:00:00,2.0,16,8
32195,54,714.0,2025-09-03 10:00:00,9.0,2,7
32196,21,330.0,2025-09-03 11:00:00,3.0,33,10
32197,52,275.0,,10.0,2,8
32198,71,764.0,2025-09-03 13:00:00,16.0,13,7
32199,96,874.0,2025-09-03 14:00:00,19.0,10,6
32200,84,817.0,2025-09-03 15:00:00,11.0,8,9
32201,46,599.0,,13.0,2,2
32202,100,870.0,,1.0,8,8
32203,61,,,20.0,3,4
32204,33,593.0,2025-09-03 19:00:00,9.0,34,10
32205,71,239.0,2025-09-03 20:00:00,20.0,1,2
32206,7,184.0,2025-09-03 21:00:00,7.0,32,1
32207,11,974.0,,17.0,23,6
32208,47,,2025-09-03 23:00:00,14.0,14,10
32209,79,738.0,2025-09-04 00:00:00,18.0,6,10
32210,92,462.0,2025-09-04 01:00:00,1.0,1,10
32211,23,120.0,2025-09-04 02:00:00,3.0,14,7
32212,54,37.0,,3.0,3,6
32213,2,423.0,2025-09-04 04:00:00,4.0,8,2
32214,70,139.0,2025-09-04 05:00:00,16.0,29,7
32215,72,718.0,2025-09-04 06:00:00,20.0,33,3
32216,39,222.0,,19.0,19,8
32217,46,659.0,2025-09-04 08:00:00,17.0,15,2
32218,72,,2025-09-04 09:00:00,,30,8
32219,75,813.0,2025-09-04 10:00:00,10.0,7,6
32220,77,86.0,2025-09-04 11:00:00,20.0,36,8
32221,63,321.0,2025-09-04 12:00:00,13.0,8,7
32222,81,,2025-09-04 13:00:00,1.0,33,10
32223,28,196.0,2025-09-04 14:00:00,13.0,22,3
32224,72,185.0,2025-09-04 15:00:00,,33,10
32225,99,215.0,2025-09-04 16:00:00,14.0,11,4
32226,87,915.0,2025-09-04 17:00:00,4.0,13,1
32227,52,652.0,2025-09-04 18:00:00,3.0,3,6
32228,87,298.0,2025-09-04 19:00:00,16.0,1,3
32229,19,25.0,2025-09-04 20:00:00,3.0,9,7
32230,48,,2025-09-04 21:00:00,13.0,30,3
32231,84,3.0,2025-09-04 22:00:00,13.0,5,9
32232,88,336.0,2025-09-04 23:00:00,6.0,8,4
32233,61,866.0,2025-09-05 00:00:00,20.0,22,6
32234,45,,2025-09-05 01:00:00,17.0,18,10
32235,23,444.0,2025-09-05 02:00:00,17.0,32,4
32236,85,211.0,2025-09-05 03:00:00,18.0,21,8
32237,55,276.0,2025-09-05 04:00:00,15.0,6,2
32238,21,290.0,2025-09-05 05:00:00,1.0,25,8
32239,51,271.0,2025-09-05 06:00:00,,27,2
32240,30,446.0,2025-09-05 07:00:00,,19,4
32241,18,641.0,2025-09-05 08:00:00,20.0,26,6
32242,19,927.0,2025-09-05 09:00:00,12.0,11,3
32243,17,987.0,2025-09-05 10:00:00,8.0,18,2
32244,48,489.0,2025-09-05 11:00:00,7.0,11,7
32245,44,526.0,2025-09-05 12:00:00,,13,10
32246,66,278.0,2025-09-05 13:00:00,,2,1
32247,47,667.0,2025-09-05 14:00:00,5.0,8,10
32248,28,317.0,2025-09-05 15:00:00,19.0,23,4
32249,24,248.0,2025-09-05 16:00:00,16.0,32,1
32250,26,295.0,2025-09-05 17:00:00,15.0,6,3
32251,5,361.0,,14.0,4,2
32252,35,487.0,2025-09-05 19:00:00,11.0,14,8
32253,20,314.0,2025-09-05 20:00:00,18.0,13,4
32254,57,115.0,2025-09-05 21:00:00,13.0,18,10
32255,34,682.0,2025-09-05 22:00:00,6.0,28,6
32256,7,879.0,2025-09-05 23:00:00,10.0,5,1
32257,52,779.0,2025-09-06 00:00:00,16.0,35,8
32258,22,37.0,2025-09-06 01:00:00,14.0,5,1
32259,62,444.0,2025-09-06 02:00:00,,12,4
32260,5,,2025-09-06 03:00:00,15.0,2,4
32261,92,,,,18,10
32262,62,877.0,2025-09-06 05:00:00,13.0,19,4
32263,67,97.0,2025-09-06 06:00:00,5.0,29,2
32264,73,361.0,2025-09-06 07:00:00,,26,9
32265,12,798.0,2025-09-06 08:00:00,7.0,5,7
32266,74,330.0,2025-09-06 09:00:00,9.0,32,8
32267,86,263.0,2025-09-06 10:00:00,14.0,12,2
32268,70,780.0,2025-09-06 11:00:00,5.0,4,4
32269,95,743.0,2025-09-06 12:00:00,19.0,5,2
32270,89,850.0,2025-09-06 13:00:00,19.0,28,5
32271,12,878.0,2025-09-06 14:00:00,1.0,30,10
32272,81,160.0,2025-09-06 15:00:00,16.0,20,10
32273,2,,2025-09-06 16:00:00,8.0,32,9
32274,71,593.0,2025-09-06 17:00:00,4.0,31,9
32275,21,241.0,2025-09-06 18:00:00,2.0,12,7
32276,47,858.0,2025-09-06 19:00:00,,34,10
32277,58,678.0,2025-09-06 20:00:00,17.0,33,8
32278,2,725.0,2025-09-06 21:00:00,,15,2
32279,59,876.0,2025-09-06 22:00:00,9.0,19,1
32280,41,441.0,2025-09-06 23:00:00,16.0,31,1
32281,92,,2025-09-07 00:00:00,19.0,29,6
32282,25,,2025-09-07 01:00:00,11.0,18,4
32283,1,516.0,2025-09-07 02:00:00,16.0,36,9
32284,91,814.0,2025-09-07 03:00:00,6.0,2,7
32285,30,740.0,2025-09-07 04:00:00,9.0,27,3
32286,43,723.0,,15.0,5,3
32287,62,,2025-09-07 06:00:00,12.0,32,6
32288,89,783.0,2025-09-07 07:00:00,4.0,4,10
32289,37,965.0,2025-09-07 08:00:00,11.0,7,10
32290,57,66.0,2025-09-07 09:00:00,5.0,36,5
32291,76,942.0,2025-09-07 10:00:00,5.0,14,4
32292,83,,2025-09-07 11:00:00,12.0,13,7
32293,63,597.0,,15.0,32,7
32294,8,213.0,2025-09-07 13:00:00,14.0,18,9
32295,75,742.0,2025-09-07 14:00:00,5.0,29,1
32296,29,,2025-09-07 15:00:00,15.0,10,7
32297,96,,2025-09-07 16:00:00,8.0,9,9
32298,67,380.0,2025-09-07 17:00:00,12.0,18,4
32299,70,369.0,2025-09-07 18:00:00,8.0,10,5
32300,36,289.0,2025-09-07 19:00:00,7.0,10,10
32301,13,551.0,2025-09-07 20:00:00,,20,9
32302,44,83.0,2025-09-07 21:00:00,1.0,10,2
32303,71,706.0,2025-09-07 22:00:00,12.0,35,9
32304,62,897.0,2025-09-07 23:00:00,5.0,27,8
32305,47,971.0,2025-09-08 00:00:00,,4,2
32306,78,867.0,2025-09-08 01:00:00,,14,6
32307,21,77.0,2025-09-08 02:00:00,14.0,1,8
32308,55,165.0,2025-09-08 03:00:00,7.0,7,8
32309,68,916.0,2025-09-08 04:00:00,5.0,36,1
32310,28,461.0,2025-09-08 05:00:00,3.0,24,2
32311,41,477.0,2025-09-08 06:00:00,5.0,18,10
32312,89,476.0,2025-09-08 07:00:00,10.0,31,6
32313,90,,2025-09-08 08:00:00,7.0,27,8
32314,8,49.0,2025-09-08 09:00:00,9.0,13,6
32315,93,420.0,2025-09-08 10:00:00,5.0,34,9
32316,86,107.0,2025-09-08 11:00:00,9.0,35,8
32317,96,15.0,2025-09-08 12:00:00,18.0,15,3
32318,44,186.0,,20.0,32,8
32319,63,229.0,2025-09-08 14:00:00,11.0,4,5
32320,52,521.0,2025-09-08 15:00:00,,32,3
32321,62,850.0,2025-09-08 16:00:00,3.0,16,10
32322,90,29.0,2025-09-08 17:00:00,19.0,14,7
32323,63,971.0,,6.0,6,1
32324,93,865.0,2025-09-08 19:00:00,14.0,24,1
32325,55,790.0,2025-09-08 20:00:00,16.0,29,7
32326,76,279.0,2025-09-08 21:00:00,4.0,16,3
32327,62,149.0,2025-09-08 22:00:00,4.0,10,8
32328,35,226.0,2025-09-08 23:00:00,17.0,8,4
32329,15,276.0,2025-09-09 00:00:00,18.0,34,5
32330,96,528.0,,10.0,14,3
32331,68,783.0,2025-09-09 02:00:00,14.0,29,7
32332,85,1.0,2025-09-09 03:00:00,3.0,27,2
32333,40,413.0,2025-09-09 04:00:00,8.0,24,3
32334,41,265.0,2025-09-09 05:00:00,2.0,35,3
32335,39,911.0,2025-09-09 06:00:00,10.0,8,10
32336,92,209.0,2025-09-09 07:00:00,2.0,1,6
32337,23,257.0,2025-09-09 08:00:00,,30,3
32338,75,458.0,2025-09-09 09:00:00,20.0,11,6
32339,9,599.0,2025-09-09 10:00:00,12.0,25,9
32340,38,948.0,,,26,5
32341,27,805.0,2025-09-09 12:00:00,,25,1
32342,50,,2025-09-09 13:00:00,19.0,25,8
32343,72,969.0,2025-09-09 14:00:00,10.0,29,7
32344,4,,2025-09-09 15:00:00,20.0,12,5
32345,83,317.0,2025-09-09 16:00:00,10.0,28,10
32346,48,948.0,2025-09-09 17:00:00,8.0,1,4
32347,92,856.0,2025-09-09 18:00:00,,36,2
32348,29,338.0,,5.0,25,5
32349,7,617.0,2025-09-09 20:00:00,16.0,12,9
32350,38,289.0,2025-09-09 21:00:00,1.0,18,3
32351,18,776.0,2025-09-09 22:00:00,17.0,14,3
32352,54,385.0,2025-09-09 23:00:00,16.0,4,10
32353,93,224.0,2025-09-10 00:00:00,20.0,4,10
32354,70,464.0,2025-09-10 01:00:00,10.0,6,6
32355,66,246.0,2025-09-10 02:00:00,3.0,26,6
32356,61,90.0,2025-09-10 03:00:00,2.0,15,4
32357,21,296.0,2025-09-10 04:00:00,16.0,18,9
32358,2,462.0,2025-09-10 05:00:00,1.0,13,10
32359,71,,2025-09-10 06:00:00,12.0,31,9
32360,46,1.0,2025-09-10 07:00:00,11.0,19,6
32361,31,,2025-09-10 08:00:00,,6,4
32362,83,663.0,2025-09-10 09:00:00,3.0,14,5
32363,4,361.0,2025-09-10 10:00:00,17.0,24,4
32364,33,223.0,2025-09-10 11:00:00,20.0,8,4
32365,69,187.0,2025-09-10 12:00:00,3.0,25,10
32366,92,248.0,2025-09-10 13:00:00,7.0,25,4
32367,59,326.0,2025-09-10 14:00:00,,27,8
32368,75,261.0,2025-09-10 15:00:00,7.0,19,1
32369,88,66.0,2025-09-10 16:00:00,19.0,23,8
32370,17,492.0,2025-09-10 17:00:00,6.0,10,5
32371,64,689.0,2025-09-10 18:00:00,13.0,34,4
32372,10,426.0,2025-09-10 19:00:00,15.0,34,5
32373,65,4.0,2025-09-10 20:00:00,,7,8
32374,36,300.0,2025-09-10 21:00:00,,15,7
32375,77,,2025-09-10 22:00:00,3.0,25,9
32376,10,748.0,2025-09-10 23:00:00,,29,2
32377,46,283.0,,,7,10
32378,44,711.0,2025-09-11 01:00:00,14.0,34,6
32379,45,602.0,2025-09-11 02:00:00,2.0,25,7
32380,82,867.0,2025-09-11 03:00:00,5.0,26,1
32381,13,121.0,2025-09-11 04:00:00,,20,1
32382,74,533.0,2025-09-11 05:00:00,10.0,19,8
32383,8,847.0,,12.0,17,7
32384,18,,,2.0,23,10
32385,13,79.0,2025-09-11 08:00:00,,3,2
32386,25,,2025-09-11 09:00:00,13.0,29,10
32387,3,88.0,2025-09-11 10:00:00,6.0,2,3
32388,80,521.0,2025-09-11 11:00:00,2.0,4,9
32389,53,991.0,2025-09-11 12:00:00,3.0,1,3
32390,42,703.0,,2.0,21,9
32391,19,788.0,,15.0,33,3
32392,51,732.0,2025-09-11 15:00:00,20.0,32,1
32393,17,240.0,2025-09-11 16:00:00,12.0,16,10
32394,20,,2025-09-11 17:00:00,4.0,30,8
32395,84,,2025-09-11 18:00:00,6.0,20,4
32396,54,751.0,2025-09-11 19:00:00,11.0,30,7
32397,88,91.0,2025-09-11 20:00:00,14.0,12,4
32398,46,511.0,2025-09-11 21:00:00,6.0,33,2
32399,50,563.0,2025-09-11 22:00:00,11.0,16,3
32400,34,593.0,,20.0,27,10
32401,89,,,,34,7
32402,10,367.0,2025-09-12 01:00:00,13.0,7,6
32403,92,224.0,2025-09-12 02:00:00,17.0,18,6
32404,80,997.0,,1.0,12,10
32405,70,,2025-09-12 04:00:00,20.0,24,1
32406,12,,2025-09-12 05:00:00,7.0,33,6
32407,35,723.0,2025-09-12 06:00:00,10.0,2,3
32408,96,,2025-09-12 07:00:00,20.0,19,1
32409,62,,,9.0,36,1
32410,15,748.0,2025-09-12 09:00:00,1.0,2,10
32411,11,112.0,,19.0,10,6
32412,2,569.0,2025-09-12 11:00:00,9.0,22,3
32413,11,930.0,2025-09-12 12:00:00,17.0,25,3
32414,37,404.0,2025-09-12 13:00:00,2.0,4,9
32415,75,488.0,2025-09-12 14:00:00,17.0,18,5
32416,72,908.0,2025-09-12 15:00:00,9.0,14,5
32417,49,7010.0,2025-09-12 16:00:00,13.0,10,10
32418,66,442.0,2025-09-12 17:00:00,19.0,35,9
32419,26,15.0,2025-09-12 18:00:00,8.0,1,10
32420,69,862.0,2025-09-12 19:00:00,12.0,21,2
32421,4,2510.0,2025-09-12 20:00:00,,24,1
32422,8,686.0,2025-09-12 21:00:00,,28,8
32423,94,979.0,2025-09-12 22:00:00,11.0,33,2
32424,38,267.0,2025-09-12 23:00:00,19.0,25,7
32425,10,882.0,2025-09-13 00:00:00,,30,10
32426,41,539.0,2025-09-13 01:00:00,13.0,13,8
32427,49,203.0,2025-09-13 02:00:00,10.0,15,3
32428,29,89.0,2025-09-13 03:00:00,,22,4
32429,78,299.0,2025-09-13 04:00:00,2.0,25,10
32430,63,590.0,2025-09-13 05:00:00,12.0,3,5
32431,46,504.0,2025-09-13 06:00:00,,5,10
32432,46,,,14.0,34,2
32433,9,589.0,,5.0,27,2
32434,24,624.0,,12.0,25,4
32435,5,,2025-09-13 10:00:00,18.0,27,8
32436,77,959.0,2025-09-13 11:00:00,19.0,15,9
32437,85,161.0,2025-09-13 12:00:00,3.0,5,8
32438,16,,2025-09-13 13:00:00,12.0,4,7
32439,47,320.0,,19.0,11,6
32440,98,668.0,2025-09-13 15:00:00,10.0,15,2
32441,41,570.0,2025-09-13 16:00:00,19.0,34,7
32442,82,141.0,2025-09-13 17:00:00,2.0,1,9
32443,66,52.0,2025-09-13 18:00:00,9.0,17,2
32444,21,725.0,2025-09-13 19:00:00,11.0,33,6
32445,20,475.0,2025-09-13 20:00:00,4.0,5,8
32446,19,125.0,,3.0,6,2
32447,31,927.0,2025-09-13 22:00:00,16.0,8,1
32448,1,336.0,2025-09-13 23:00:00,20.0,24,6
32449,90,960.0,2025-09-14 00:00:00,10.0,6,3
32450,3,450.0,2025-09-14 01:00:00,5.0,4,2
32451,98,696.0,2025-09-14 02:00:00,17.0,19,9
32452,3,616.0,2025-09-14 03:00:00,16.0,35,8
32453,11,694.0,2025-09-14 04:00:00,19.0,2,5
32454,11,443.0,2025-09-14 05:00:00,16.0,35,9
32455,60,710.0,2025-09-14 06:00:00,11.0,4,10
32456,9,224.0,2025-09-14 07:00:00,20.0,9,7
32457,31,840.0,2025-09-14 08:00:00,15.0,24,2
32458,35,,2025-09-14 09:00:00,,24,3
32459,32,380.0,2025-09-14 10:00:00,10.0,3,3
32460,94,815.0,2025-09-14 11:00:00,12.0,18,4
32461,50,,,12.0,19,2
32462,29,556.0,2025-09-14 13:00:00,10.0,30,7
32463,39,426.0,2025-09-14 14:00:00,19.0,9,4
32464,61,522.0,2025-09-14 15:00:00,7.0,30,7
32465,100,800.0,2025-09-14 16:00:00,,13,6
32466,81,8740.0,2025-09-14 17:00:00,,16,4
32467,41,982.0,,,17,2
32468,21,652.0,2025-09-14 19:00:00,16.0,22,8
32469,43,,2025-09-14 20:00:00,2.0,36,7
32470,66,45.0,2025-09-14 21:00:00,8.0,3,2
32471,4,,2025-09-14 22:00:00,2.0,22,4
32472,6,37.0,2025-09-14 23:00:00,9.0,21,10
32473,64,218.0,2025-09-15 00:00:00,17.0,14,4
32474,100,,2025-09-15 01:00:00,3.0,8,7
32475,42,279.0,2025-09-15 02:00:00,20.0,1,6
32476,27,620.0,2025-09-15 03:00:00,7.0,14,1
32477,30,549.0,2025-09-15 04:00:00,20.0,3,10
32478,46,677.0,2025-09-15 05:00:00,,36,2
32479,31,856.0,2025-09-15 06:00:00,8.0,35,6
32480,42,888.0,2025-09-15 07:00:00,13.0,20,10
32481,88,697.0,2025-09-15 08:00:00,15.0,3,7
32482,14,534.0,2025-09-15 09:00:00,15.0,7,10
32483,9,984.0,2025-09-15 10:00:00,4.0,22,8
32484,66,,2025-09-15 11:00:00,13.0,2,1
32485,42,802.0,2025-09-15 12:00:00,5.0,7,3
32486,34,335.0,2025-09-15 13:00:00,9.0,18,7
32487,33,432.0,,,19,5
32488,22,91.0,2025-09-15 15:00:00,17.0,20,9
32489,27,622.0,2025-09-15 16:00:00,18.0,19,5
32490,93,892.0,2025-09-15 17:00:00,9.0,24,3
32491,32,96.0,2025-09-15 18:00:00,3.0,14,6
32492,16,519.0,,18.0,1,1
32493,15,935.0,2025-09-15 20:00:00,11.0,19,1
32494,44,270.0,2025-09-15 21:00:00,19.0,26,9
32495,96,,2025-09-15 22:00:00,11.0,1,4
32496,64,,2025-09-15 23:00:00,2.0,29,1
32497,57,756.0,2025-09-16 00:00:00,12.0,1,10
32498,55,839.0,2025-09-16 01:00:00,7.0,22,1
32499,99,225.0,2025-09-16 02:00:00,17.0,12,9
32500,41,353.0,2025-09-16 03:00:00,17.0,21,3
32501,75,735.0,2025-09-16 04:00:00,8.0,5,2
32502,54,669.0,2025-09-16 05:00:00,,26,10
32503,10,516.0,2025-09-16 06:00:00,7.0,3,1
32504,36,,2025-09-16 07:00:00,,26,3
32505,50,478.0,2025-09-16 08:00:00,3.0,9,3
32506,90,,2025-09-16 09:00:00,4.0,12,4
32507,58,17.0,2025-09-16 10:00:00,16.0,3,4
32508,99,837.0,2025-09-16 11:00:00,19.0,31,3
32509,1,15.0,2025-09-16 12:00:00,10.0,5,8
32510,10,18.0,2025-09-16 13:00:00,3.0,28,3
32511,36,665.0,2025-09-16 14:00:00,17.0,11,7
32512,41,104.0,2025-09-16 15:00:00,12.0,9,6
32513,68,225.0,2025-09-16 16:00:00,13.0,23,6
32514,82,977.0,2025-09-16 17:00:00,8.0,33,2
32515,69,,2025-09-16 18:00:00,14.0,34,1
32516,86,304.0,2025-09-16 19:00:00,4.0,24,5
32517,98,470.0,2025-09-16 20:00:00,10.0,31,9
32518,43,994.0,2025-09-16 21:00:00,19.0,14,10
32519,27,208.0,2025-09-16 22:00:00,20.0,26,9
32520,68,424.0,2025-09-16 23:00:00,11.0,10,5
32521,78,41.0,2025-09-17 00:00:00,7.0,4,6
32522,65,513.0,2025-09-17 01:00:00,15.0,11,5
32523,24,195.0,2025-09-17 02:00:00,19.0,23,9
32524,7,225.0,2025-09-17 03:00:00,,13,4
32525,77,657.0,2025-09-17 04:00:00,2.0,9,10
32526,39,69.0,2025-09-17 05:00:00,1.0,31,10
32527,95,354.0,2025-09-17 06:00:00,2.0,16,9
32528,75,223.0,2025-09-17 07:00:00,19.0,35,9
32529,47,372.0,2025-09-17 08:00:00,8.0,8,1
32530,42,115.0,2025-09-17 09:00:00,18.0,22,10
32531,44,607.0,2025-09-17 10:00:00,19.0,20,5
32532,1,581.0,2025-09-17 11:00:00,10.0,15,6
32533,16,881.0,2025-09-17 12:00:00,8.0,19,1
32534,91,325.0,2025-09-17 13:00:00,10.0,12,1
32535,10,105.0,,4.0,7,9
32536,24,537.0,,13.0,1,3
32537,33,682.0,2025-09-17 16:00:00,10.0,34,3
32538,21,161.0,2025-09-17 17:00:00,16.0,31,3
32539,96,,2025-09-17 18:00:00,,30,2
32540,30,57.0,2025-09-17 19:00:00,9.0,14,9
32541,35,353.0,2025-09-17 20:00:00,10.0,36,9
32542,82,372.0,,10.0,17,8
32543,93,843.0,2025-09-17 22:00:00,12.0,34,4
32544,63,828.0,2025-09-17 23:00:00,7.0,21,4
32545,80,672.0,2025-09-18 00:00:00,11.0,35,6
32546,94,445.0,2025-09-18 01:00:00,20.0,21,3
32547,8,645.0,2025-09-18 02:00:00,5.0,17,9
32548,61,958.0,2025-09-18 03:00:00,1.0,25,6
